epoch,accuracy,loss,val_accuracy,val_loss
0,0.7789754867553711,1.2980824708938599,0.9030590057373047,0.880124032497406
1,0.8641975522041321,1.0220891237258911,0.9224472045898438,0.8113522529602051
2,0.8821632862091064,0.9556528925895691,0.928909957408905,0.7947813868522644
3,0.8899023532867432,0.9343037009239197,0.9190004467964172,0.8019951581954956
4,0.8973650336265564,0.9174884557723999,0.9336493015289307,0.7685930728912354
0,0.9138566255569458,9.999999747378752e-06,0.8707876801490784,0.9422662854194641,0.7574836015701294
1,0.921319305896759,9.999999747378752e-06,0.8497231006622314,0.9452822208404541,0.7518755197525024
2,0.9250967502593994,9.999999747378752e-06,0.8265482187271118,0.9444205164909363,0.7391286492347717
3,0.9314538240432739,9.999999747378752e-06,0.8110542297363281,0.9495906829833984,0.7358601093292236
4,0.9367053508758545,9.999999747378752e-06,0.793938398361206,0.9517449140548706,0.7252072691917419
5,0.9382715821266174,9.999999747378752e-06,0.7842358946800232,0.9487289786338806,0.7323989272117615
6,0.9459185600280762,9.999999747378752e-06,0.7661110162734985,0.9513140916824341,0.7193291783332825
7,0.9465634822845459,9.999999747378752e-06,0.7638933062553406,0.9491598606109619,0.7177740931510925
8,0.9526441693305969,9.999999747378752e-06,0.7512362599372864,0.9551917314529419,0.7139216661453247
9,0.9549474716186523,9.999999747378752e-06,0.7382631301879883,0.9577768445014954,0.7075189352035522
10,0.9553160071372986,9.999999747378752e-06,0.7364752888679504,0.9564842581748962,0.7065416574478149
11,0.9589091539382935,9.999999747378752e-06,0.7245441675186157,0.9564842581748962,0.6957812309265137
12,0.9609360694885254,9.999999747378752e-06,0.7167935371398926,0.9551917314529419,0.695126473903656
13,0.9650819897651672,9.999999747378752e-06,0.709027111530304,0.9569151401519775,0.6978238821029663
14,0.9637921452522278,9.999999747378752e-06,0.7104780077934265,0.9586384892463684,0.693584680557251
15,0.9671089053153992,9.999999747378752e-06,0.7000534534454346,0.9569151401519775,0.6947668194770813
16,0.9693200588226318,9.999999747378752e-06,0.6926484107971191,0.9595001935958862,0.6932844519615173
17,0.9670167565345764,9.999999747378752e-06,0.6945928335189819,0.9607927799224854,0.6975628137588501
18,0.9719918966293335,9.999999747378752e-06,0.6801294088363647,0.960361897945404,0.6950774192810059
19,0.9725446701049805,9.999999747378752e-06,0.6805251240730286,0.9590693712234497,0.6832921504974365
20,0.972821056842804,9.999999747378752e-06,0.6754665374755859,0.9573459625244141,0.6860631108283997
21,0.973281741142273,9.999999747378752e-06,0.6742229461669922,0.9590693712234497,0.6812955141067505
22,0.9768748879432678,9.999999747378752e-06,0.6696207523345947,0.9595001935958862,0.6787367463111877
23,0.9785332679748535,9.999999747378752e-06,0.6639128923416138,0.9612236022949219,0.6820833683013916
24,0.9789018034934998,9.999999747378752e-06,0.6612237691879272,0.9599310755729675,0.6767013669013977
25,0.9789938926696777,9.999999747378752e-06,0.659394383430481,0.9629470109939575,0.6748008728027344
26,0.9797309637069702,9.999999747378752e-06,0.6540927886962891,0.9616544842720032,0.6736468076705933
27,0.9823106527328491,9.999999747378752e-06,0.6486402750015259,0.960361897945404,0.6751457452774048
28,0.9814814925193787,9.999999747378752e-06,0.648312509059906,0.9586384892463684,0.6718778610229492
29,0.9837847948074341,9.999999747378752e-06,0.6407420635223389,0.9582076668739319,0.6724091172218323
30,0.9837847948074341,9.999999747378752e-06,0.6415782570838928,0.960361897945404,0.67882239818573
31,0.9835084080696106,9.999999747378752e-06,0.6413350105285645,0.9612236022949219,0.664345383644104
32,0.985811710357666,9.999999747378752e-06,0.6373546719551086,0.9625161290168762,0.6671931743621826
33,0.9854431748390198,9.999999747378752e-06,0.6341668963432312,0.9595001935958862,0.667487382888794
34,0.98479825258255,9.999999747378752e-06,0.6342291235923767,0.9625161290168762,0.6656815409660339
35,0.98691725730896,9.999999747378752e-06,0.628754734992981,0.9616544842720032,0.6651052236557007
